mandate_id,initial_amount,recovered_boolean_smart,recovered_boolean_ml
99966612-9ea8-7552-c475-66bf8f660bbd,29.02,False,False
a2379e6f-d473-4534-5aea-635257632e1e,178.49,False,False
c1d48a10-1b96-8925-5682-d038b77f69b9,262.13,False,False
a21c0c06-ed37-6567-0be7-728e6a1aba9d,722.67,False,False
95ca788d-d6bc-a712-6ecc-a931ef705d01,599.61,True,True
65daced0-460a-6125-3f8c-93d4c32afc4a,543.14,True,True
f9a55cf2-a66c-0fa1-b5dc-8a9afb38cd91,334.88,True,True
6c21835d-d8e8-b97c-e0a2-59014932936e,301.63,False,False
4458b006-332c-ce0a-0e7d-a698ab95c72f,143.39,True,True
fbc8c77e-2933-0fc4-c918-a346c00c200c,457.11,False,False
257c54bc-4024-c424-aef2-ab2f495fa2fc,723.98,False,False
f740d87c-500a-174e-af65-e8ccf9cf8499,852.77,False,False
de6cf36b-9edd-2182-33fd-862d4057e470,311.88,False,False
716ca1f2-dec0-0f3a-dc46-1b34c7eab19b,33.77,False,False
bc2e2b59-2c7d-d667-f664-c7202fddb26a,444.6,False,False
b52a9e6b-c8b6-48e0-12a8-50c55bab7f4a,63.36,False,False
f4fd25b7-384f-6e3b-8680-4a8a515f352c,234.96,False,False
c948384b-1174-0357-8546-74262f120b9e,184.24,True,True
8b074d1a-6a7a-7841-28cc-812a8150e0c9,402.99,False,False
9e47a339-c0ae-0b1a-f347-673637ec07a6,757.49,False,False
4be318a8-0b39-dccf-7c9f-3bc37210045a,569.97,False,False
a127dc6b-ab9b-153d-35f5-c65410c2c2e5,20.33,False,False
0614ac41-275c-75dc-afa0-8cbebf343ca7,84.94,True,True
09b2eae6-54eb-4c91-b784-ae08758fc8fa,206.24,True,True
2d90e4ee-0de4-833e-12c0-620c1667c518,328.7,False,False
12087e20-8ede-9b46-407d-0affcb51a911,25.15,False,False
50ffde64-6eda-ba8c-6789-e7d0a155eb2c,494.37,False,False
1e494952-ac5d-4e57-63b6-64f40452f779,59.57,False,False
d926fe41-b36d-0121-0ba6-fe0995ea6825,260.51,False,False
80b9ec30-ed94-898b-5b92-3c67129538df,403.18,False,False
12b99a50-8cb6-d1f0-a509-6396761579e7,5.96,True,True
a8cfe589-9dc8-9e1a-540e-7d01735d88f3,15.21,True,True
5c074653-d711-73e4-46d4-7d416fa5d3b0,635.25,False,False
bbc99473-4363-589c-3249-5cff89e2df24,795.95,True,True
c4ea4ece-67b6-e467-9432-d79794f6c67a,154.35,False,False
647ac591-5da6-4a3a-260c-cfb4c6735380,145.2,False,False
af2537f5-9d31-762a-fb5a-bb36ce7968b7,652.06,True,True
0a58f43c-5bda-0655-f06d-ca247bc6e121,55.16,True,True
8494205c-34ef-2552-ab28-6d090af57e60,13.8,False,False
f7ebc69a-b428-0f0d-1a6c-f45952f6531f,502.55,False,False
606cc2f5-2c81-6bf0-91f6-04068b5a8683,62.54,True,True
3ae0acdb-2a65-24af-709d-338b23936d45,359.77,False,False
d123f7c1-b7a1-267e-9a1e-00365cbaa496,298.97,True,True
7aa1219a-7a93-98bb-acdb-d5f27b44acd0,603.08,True,True
3e612d66-05bf-0618-6930-b0c4d5576899,137.94,False,False
ec257a75-421d-4dca-2a95-59080e503fd8,654.34,False,False
67cbfc39-f54f-1b92-8442-906f2e16f0b6,276.32,False,False
2aefcf3b-43b7-a0ef-82c4-1c54a8debd88,64.38,True,True
a8cdf44d-7b74-2440-17db-4c2f1e158e2f,69.23,False,False
8a0ea57a-9a7d-509d-e6e8-790b215d3b1f,680.12,False,False
412817eb-2246-29cd-6cec-df821903f9b3,705.54,False,False
e8fb5a96-3b85-f6e1-c40f-54057a25ed81,254.64,False,False
9929afeb-4884-2a14-1575-11addbeae9f8,240.52,False,False
41ff81d1-689d-1205-8b31-f4d8e073c1d0,892.59,False,False
8222cd7f-36e6-ba85-19ab-dc15296b67bf,104.68,False,False
cd04c001-56a3-dccc-c93c-9cc6668b28da,25.72,False,False
82b34384-9979-cf26-c8b1-90e1089a9f4f,444.24,False,False
dcad8ec2-963a-4333-e582-95dc75f1c654,73.5,True,True
2ecaf629-44e2-2691-92de-d495e4f1e8e8,21.99,False,False
ee25356a-aee0-1ec9-bf04-18a9f2765513,309.62,False,False
bcb3636d-7fbe-6bb3-30ae-d12de8f10194,271.65,False,False
c3a6b204-fc01-4a22-2ed0-b0b27da56b6e,81.84,True,True
65db6e43-47bf-8db7-82d9-a774ea7f6c7d,444.28,True,True
6c5540f0-cc9c-f41c-8696-99010ddca788,296.07,False,False
750acc98-2cbf-b769-c6a1-a468afb3e3ad,8.36,False,False
61223189-35f3-de4a-ac92-04b40306a258,335.65,False,False
5c91f845-534f-c96d-19ca-9c1b94bcf47a,303.87,False,False
b8875caf-1991-103f-d06e-ccbc3a8359b6,384.26,True,True
a1726883-d971-9e00-e4ad-5e9bfedd22d9,56.99,True,True
403fd582-4ccf-0a4b-7c93-243ec90b9454,32.35,True,True
0c36ad4e-915d-9a63-dbc6-c9288fe84e20,243.82,True,True
8eb7c306-8f73-198e-5c3d-0d5f5c6801d6,76.86,True,True
581993cc-41f9-994a-cf5d-337fee8d5daa,373.62,False,False
a65d958e-936d-d1a8-93ac-b00e32eeeb38,571.3,False,False
fab8328f-2cae-93a2-89d7-16efa62d7221,634.74,False,False
141283fb-e3be-f3d6-726a-030dbc8cfa8f,148.33,False,False
a72bdddd-511e-eeb8-5040-5c433a6c7da6,52.82,False,False
2bacf712-d6a9-19e8-86d8-95e5219b606d,730.93,True,True
5b59f28e-a9de-5b26-08ff-eab0075072d6,112.45,False,False
dd3ee854-5340-64b0-ea4f-4a80dc412176,705.33,False,False
bfb8abb9-a18c-5492-74e0-079a98fb4727,191.37,True,True
6f5aad52-9061-498f-e096-521ea2c723d4,317.82,False,False
16ed0330-ce01-5413-3a25-16fe8a27b0b0,33.7,False,False
6986305a-5da3-f9cf-4ed0-730d711dc1dd,152.05,False,False
b011b125-0221-11e5-88fc-3da1781d5b6c,191.71,False,False
a55fa725-bcb3-c168-b706-2cfa29cc0789,60.9,False,False
b1a50a3d-cebd-3b2b-9cfb-bce7e8f2c584,39.2,False,False
a60147c3-48e0-9502-4598-f3c8af449605,50.97,False,False
7df37378-9f6c-cab4-b352-2c1845aa9503,739.14,False,False
26f341c8-04f7-18c8-5215-b5033012f819,126.28,False,False
8b0ea0b9-1246-4474-6475-c0eec6913069,170.23,False,False
b0d515ab-c891-d55d-94c1-76b90ac013d5,154.88,False,False
276732d3-a502-dc4b-5b03-34d80f4d6c40,220.63,True,True
1b7e0502-ca9d-8831-894e-7397b38a3db1,51.05,True,True
e44cbd41-ce36-e92a-58e9-d0aac1b6edd4,108.67,False,False
05776108-3166-2c94-bbb2-4366704fe1a8,76.69,False,False
0a1bebd3-e60e-c813-402d-a0fa227dcecc,197.02,True,True
8f1c3fa0-7000-0009-b4e5-70ba7c3cc2bc,599.84,False,False
7d76ab58-b271-115b-8af0-9ec34b726a7c,80.16,False,False
77e8b762-bb7e-b979-52dc-bffd59008d65,169.19,False,False
c6a28e4e-002f-2ca4-743e-85315dfb1922,110.57,True,True
2dbb45bd-2138-e2e6-f013-a170d5cf3b4c,221.79,False,False
ebc8f6b7-ee22-4f70-0359-9c6d1224cbd2,693.76,True,True
8ef4d74b-2dcc-4095-f28f-9444a0154d65,230.25,True,True
ff31950a-fdd0-84a1-8cd2-216f50adff63,384.78,False,False
698f546d-5f29-0290-d848-5a54531c8812,524.36,False,False
000cd21a-65a7-ba30-f5b7-0dd9728f5897,382.6,True,True
01ae7eb1-4d45-7ea5-e3ec-4f6afe503fdc,87.42,True,True
7b874b4a-cafb-c4fe-531f-04afb93c92d5,422.07,False,False
e6267164-d361-6b3a-7cff-ae922c435667,107.44,False,False
c7b611cd-1417-182a-61ad-018a93875413,120.19,True,True
b2a0f778-809d-6444-53ab-3cce264ae04f,46.08,False,False
ac735be0-0cee-ddc2-2737-f345388629ff,499.17,False,False
25e42403-64f2-502e-c94f-6ed34a2f3876,138.96,False,False
af4afcdd-52cb-1ae0-6e18-c9b3c6da85f1,18.3,False,False
5d822e3a-6c6d-282b-69e0-8370abf7a5d0,170.76,True,True
49a5baeb-d1f4-4c8d-d51b-1974de668dd0,282.56,True,True
fe07832a-badc-4599-9f7f-ae0c7ba79d05,349.29,False,False
04b40ac9-2831-7f0d-be90-63fb64b5d9a5,457.46,False,False
ad9112c5-f5ea-4128-854d-c3bf61d85365,209.01,True,True
92a97acd-3d88-4938-6ad6-5b8c3a38b844,308.49,False,False
6e18b184-229f-e85b-e8d9-1a2086181db2,441.63,False,False
c521ff2e-f9cc-83ed-e8b4-5c6afee543b3,399.76,False,False
9099a283-eedb-0ce5-a7fe-cdcd2528b516,256.92,False,False
115c42cd-5147-6e86-2875-d40aeac7dc2e,217.65,False,False
4da838b7-6947-cbac-f610-f40d69fe890f,671.95,False,False
7800e27a-9ace-63cc-d89c-83f68098580d,102.21,False,False
2f191516-5fbb-cda5-a64a-1fe8b646e2b1,42.29,False,False
345e2eaf-c1fd-a581-33ec-e6b1fcfd8547,95.15,True,True
f4672866-ed56-a2a0-2d54-ff2b10ee4f77,338.33,False,False
9df79a27-ddfc-2a92-7074-feb3fc5217cc,725.86,False,False
b85f164b-6160-3399-d307-3198bc3eb402,67.44,True,True
e0b55615-d3b6-ef1b-74f7-6d09739cafa5,41.5,False,False
3ee79d31-feef-21f8-e0b6-2f900adbc4ff,607.68,True,True
a6091ad0-b114-64aa-52f6-9081400564b8,189.98,True,True
55cf37ba-e989-65f2-2bbf-1e35c4acb57d,261.71,True,True
49ed856e-723d-facd-f601-e005c4c4f69f,192.32,False,False
3527bcee-d343-bf88-d1f3-79b18ebb8208,374.17,True,True
0e18ab96-25f4-1dd6-2f51-ac6e0c85f154,408.11,False,False
294d43ed-2da1-afda-fe65-6dcc6abdb05a,66.54,False,False
a9325ae1-9c70-60da-48cd-29c5ac0e1f71,804.84,False,False
5c3552b3-9437-2280-bfd4-67e77491050c,355.77,True,True
c4bd338e-17d7-1fc0-092c-d030ee757637,210.78,True,True
d90949aa-9bdd-3d7a-6d53-628b49851b79,108.21,True,True
7f13de67-9008-cdc9-9d42-1bae2134e15b,83.65,False,False
1e42d2b8-0067-9b62-318c-d979fab0a15d,231.49,False,False
cbf6aa23-a01e-31f5-7702-beba0623ffbf,290.98,False,False
31ab0158-2cf6-073b-d500-c14707743c94,42.32,False,False
ec1a86d3-5683-0783-d575-9337549c9eb9,342.07,False,False
22c0c475-a549-76d0-091a-5875cc18dd0e,647.43,True,True
75eb0e8f-a090-360d-27c7-655a7b434a72,32.23,True,True
10f35676-5a85-3cd8-cbb8-6be0e355e636,11.37,True,True
db9a0eb7-b48c-531b-4eeb-87ffc064f074,70.52,False,False
4580dac2-0818-c965-b5b8-135150830841,325.22,False,False
5fcc997d-1cbb-304b-2ccd-a2af4d64bb63,25.04,False,False
3487246c-21f9-c072-fe22-eba1ad3d581e,520.29,False,False
6338fb29-7599-2b0a-095b-81d6b97d7617,19.51,True,True
1da76d69-85b8-64d4-dd64-3387b6b38fbc,477.81,False,False
df3334c6-9823-3b06-d91e-a7e6afe2a940,297.93,False,False
e3a1af97-7785-2ddb-5552-7a3c164a9b18,812.77,True,True
2851a8be-2639-e214-45cc-aa931e1e5d91,334.41,False,False
f5530567-03e7-dd21-1d4d-46d6460d113d,543.71,False,False
4fb67094-123c-f911-2bd8-ad4d3eacdb28,129.77,False,False
160beed4-0dc5-d42e-6233-960a1b1e06c3,87.26,True,True
b465c027-2dd1-d45b-6454-a82a6d2cdbf9,294.13,False,False
5513b74f-4ffc-1c54-5b0a-31ea9dc6d783,635.83,False,False
c226ab53-b680-873b-32b9-c542d143e0a2,702.95,False,False
17c95aaa-21bd-55eb-915a-a3c07737cfb5,128.79,False,False
ead1d758-b319-f18d-2ef0-3a1b645f273c,277.83,False,False
4d579d00-cadc-c10f-1228-130ba64272a2,217.74,False,False
972d5d57-669b-e896-7602-72ba8862036f,130.14,False,False
3e628981-9ef1-a74f-3d13-452669d75427,98.26,True,True
7b7ce7cc-f950-f7fa-28b5-8db58c466308,320.41,False,False
94ad345a-e323-9264-2390-0c1dd1291d13,289.78,True,True
a92f85fe-258f-cafc-c1cf-d878000c14a5,471.59,True,True
7279101c-93f3-503d-9d96-232d63d5e750,325.07,True,True
e09ef2a3-ae77-e249-34a6-3e7632173525,195.05,False,False
cb5a4d77-91fd-a27f-4cbb-7460510c8c48,84.63,False,False
eb22ec1d-4df6-ff4f-adf7-92ffe9c7c13a,147.69,False,False
0ffa2366-4b4f-afaf-da3d-c78020a77d78,297.4,False,False
f7c8435f-8c83-bc68-e6ac-e59a5e85643c,292.63,True,True
8f5e248e-b40f-040e-0037-447f0d99c071,26.31,True,True
2c649adf-a998-c8e1-3612-41be8b8ce7be,218.02,False,False
8e301bcc-302f-a247-239a-046d79912c51,30.88,False,False
2320de16-15ac-80e4-22c2-3308fd7ee75c,661.92,False,False
6c936f69-8269-041a-7453-30442e07336d,524.01,False,False
ab310bfe-f5dd-7f92-a9ea-a9ffbddf2416,323.64,False,False
92ef63c1-781f-9d3f-e7f3-39dc833de3ad,310.19,True,True
4dd7962b-bfda-55c9-98fe-b4f3ec40d95a,143.01,False,False
13ad3ead-816e-bf32-2077-5ce4151f62f9,646.12,True,True
408669bb-4721-194b-c8a4-ae21d9f850e9,96.47,True,True
4674a0eb-47ed-c6dd-9da4-ec0f21ee0f6c,610.06,True,True
bdce4d4d-03a2-cee9-41c7-d9b3db9c9b7c,504.13,False,False
3c775558-b365-fb7c-c853-bc5542e17302,292.88,True,True
8702f4ad-cca3-a4c4-2e49-82cf7c239ebc,871.91,True,True
fbec1ed8-57c4-e2c3-0878-9ef0dcacfa54,212.31,True,True
987593c3-2523-52f6-f7a3-f6a6159b558b,428.42,False,False
5a947a40-a32e-3ab5-8802-d74aeaef2ec2,695.24,True,True
45c87f41-dbbd-3290-a6ed-caddeb04cd29,239.61,True,True
a5dd2836-e65f-a9fa-c38c-2eafa8097a77,532.48,False,False
2f4cfefb-f798-28a2-cd9e-84ec90e9e294,320.86,False,False
2f2bdc13-b216-5b5a-1c60-57fee5605cfb,217.29,True,True
c4f4b844-46c1-12a5-fec8-8839ec35c3de,734.22,False,False
c2ad0d97-75aa-ecb0-d757-ad381498d0dd,131.67,False,False
f7073712-88b0-4b77-7feb-4cf34ec77371,407.36,False,False
f7716700-7305-cd23-cfd0-b040d5916d49,150.81,False,False
85eb2b3f-aad5-3fb8-a762-b59cce9e5929,104.64,False,False
03ad702e-216a-ebcf-a616-dde4b388300a,325.07,True,True
d5d9a385-2bb2-4cbc-9c79-4cdb74c88361,941.22,True,True
d145bd7f-d15b-5a37-105f-86aa974e8f83,77.37,False,False
8bbf1b30-9372-92e6-af20-6a9df9d18507,452.3,True,True
c1eecd7a-2428-185a-461d-e0171ee92d3b,851.32,False,False
97feb937-a6d9-77a1-b4ec-fe8d16d1f5ca,72.43,False,False
734eab10-85e9-054f-455c-f668a3cb9e18,344.87,True,True
2caf3d2f-f026-a418-3d3f-bbec697ae294,240.73,False,False
81ee30e4-8a2b-466e-fc9d-c0d0c2d94cc9,28.07,True,True
74017bb3-c227-0738-e3dc-419dce1e8d1f,657.59,False,False
2875ad5d-2d06-f862-8990-779cecc3b699,318.03,False,False
699fdb02-bcdd-0b48-3cb3-c9fa191abb3d,257.59,True,True
47d5ac92-0f45-55da-9194-1591b134b58f,20.55,False,False
772d416d-da05-d2fc-1c71-a82122f1c32b,299.31,False,False
e7d3f770-9c8d-1ade-f3e8-16b5a353ea98,662.13,True,True
dcb913b4-7d3d-16ca-8592-a38fdb62a1f7,386.03,True,True
df629d0c-bc76-37a0-6d98-a416bae27198,220.15,True,True
6af31899-014c-c3a1-e5f3-d46692de0df8,74.87,True,True
fdc419b2-0a41-4919-0b52-46f3faed5777,130.57,False,False
81145252-c4c3-6368-bbc5-1a50787cb0d3,205.47,False,False
7ecb002e-73d3-328c-1916-79d3d24025ea,586.69,True,True
c0c9c3ed-8ef9-0060-1545-7c643d922952,264.7,True,True
5bc07988-21f9-69e9-37cf-45f6f32ede3c,43.57,True,True
5d2e7b90-acb6-0e81-e8f6-0796f200a32c,53.14,False,False
8f8dd995-1127-4cb2-b472-99b68f0ce422,318.05,True,True
e6426f0b-8869-372a-d34c-0a09ada59cb2,691.99,True,True
b177116d-f203-7633-ac5d-d02dccc67ffd,338.22,False,False
e214d458-f0dd-3de0-fa63-bde0cf0d3f06,290.08,True,True
cd4f2875-df2d-df20-05a4-3113101d759e,48.1,True,True
8c68720e-d787-463d-87b8-f95cb265a6c2,252.29,False,False
913767ab-4dd8-5715-753f-f3e271fc5136,120.41,False,False
3a0e618f-428f-d941-ca0d-72ce2bf6f6c4,624.17,True,True
f4ca6e70-74b7-99ec-48cd-42c05a66219e,506.58,False,False
