mandate_id,strategy,initial_amount,recovered_amount,recovered_boolean,attempt_count,retry_budget_exhausted,stop_reason,policy_violation_count,execution_error_count
1036ca81-0bc4-d7ba-70d0-ebcb6949ece5,SmartHeuristic,287.9,287.9,True,2,False,Recovered,738,0
032a09e0-5071-e5f0-a7ac-590c42f90f92,SmartHeuristic,87.32,87.32,True,2,False,Recovered,738,0
f4acc7e2-fa57-5cea-3957-134490a4a421,SmartHeuristic,414.08,0.0,False,3,True,Budget Exhausted,1479,0
84e3b774-569a-def0-df86-5633ab7aeb66,SmartHeuristic,461.21,461.21,True,3,True,Recovered,1108,0
a9e8f0d8-5883-09de-7b5f-be413fa2bde0,SmartHeuristic,322.3,322.3,True,2,False,Recovered,738,0
816ce054-282c-6470-ef32-f72aa4b5c723,SmartHeuristic,89.88,0.0,False,3,True,Budget Exhausted,1479,0
7eef09ab-da14-3a47-7823-51d9d94df188,SmartHeuristic,530.44,0.0,False,3,True,Budget Exhausted,1479,0
c05db774-132a-5e58-2a57-e880de9205ea,SmartHeuristic,197.64,0.0,False,3,True,Budget Exhausted,1479,0
142e3df0-3c28-f5dc-d12d-aea8673d2920,SmartHeuristic,476.47,0.0,False,3,True,Budget Exhausted,1479,0
92b26acd-cd1f-75a3-71b6-5ca175873920,SmartHeuristic,26.48,0.0,False,3,True,Budget Exhausted,1479,0
a7939a2e-34f4-3404-8ff5-070182226c16,SmartHeuristic,589.0,589.0,True,1,False,Recovered,369,0
54fc286f-7457-7d47-d825-301039112943,SmartHeuristic,213.95,0.0,False,3,True,Budget Exhausted,1479,0
99966612-9ea8-7552-c475-66bf8f660bbd,SmartHeuristic,29.02,0.0,False,3,True,Budget Exhausted,1479,0
a2379e6f-d473-4534-5aea-635257632e1e,SmartHeuristic,178.49,0.0,False,3,True,Budget Exhausted,1479,0
c1d48a10-1b96-8925-5682-d038b77f69b9,SmartHeuristic,262.13,0.0,False,3,True,Budget Exhausted,1479,0
a21c0c06-ed37-6567-0be7-728e6a1aba9d,SmartHeuristic,722.67,0.0,False,3,True,Budget Exhausted,1479,0
95ca788d-d6bc-a712-6ecc-a931ef705d01,SmartHeuristic,599.61,599.61,True,1,False,Recovered,369,0
65daced0-460a-6125-3f8c-93d4c32afc4a,SmartHeuristic,543.14,543.14,True,1,False,Recovered,369,0
f9a55cf2-a66c-0fa1-b5dc-8a9afb38cd91,SmartHeuristic,334.88,334.88,True,1,False,Recovered,369,0
6c21835d-d8e8-b97c-e0a2-59014932936e,SmartHeuristic,301.63,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
4458b006-332c-ce0a-0e7d-a698ab95c72f,SmartHeuristic,143.39,143.39,True,1,False,Recovered,369,0
fbc8c77e-2933-0fc4-c918-a346c00c200c,SmartHeuristic,457.11,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
257c54bc-4024-c424-aef2-ab2f495fa2fc,SmartHeuristic,723.98,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
f740d87c-500a-174e-af65-e8ccf9cf8499,SmartHeuristic,852.77,0.0,False,3,True,Budget Exhausted,1479,0
de6cf36b-9edd-2182-33fd-862d4057e470,SmartHeuristic,311.88,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
716ca1f2-dec0-0f3a-dc46-1b34c7eab19b,SmartHeuristic,33.77,0.0,False,3,True,Budget Exhausted,1479,0
bc2e2b59-2c7d-d667-f664-c7202fddb26a,SmartHeuristic,444.6,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
b52a9e6b-c8b6-48e0-12a8-50c55bab7f4a,SmartHeuristic,63.36,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
f4fd25b7-384f-6e3b-8680-4a8a515f352c,SmartHeuristic,234.96,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
c948384b-1174-0357-8546-74262f120b9e,SmartHeuristic,184.24,184.24,True,3,True,Recovered,1108,0
8b074d1a-6a7a-7841-28cc-812a8150e0c9,SmartHeuristic,402.99,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
9e47a339-c0ae-0b1a-f347-673637ec07a6,SmartHeuristic,757.49,0.0,False,3,True,Budget Exhausted,1479,0
4be318a8-0b39-dccf-7c9f-3bc37210045a,SmartHeuristic,569.97,0.0,False,3,True,Budget Exhausted,1479,0
a127dc6b-ab9b-153d-35f5-c65410c2c2e5,SmartHeuristic,20.33,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
0614ac41-275c-75dc-afa0-8cbebf343ca7,SmartHeuristic,84.94,84.94,True,3,True,Recovered,1108,0
09b2eae6-54eb-4c91-b784-ae08758fc8fa,SmartHeuristic,206.24,206.24,True,3,True,Recovered,1108,0
2d90e4ee-0de4-833e-12c0-620c1667c518,SmartHeuristic,328.7,0.0,False,3,True,Budget Exhausted,1479,0
12087e20-8ede-9b46-407d-0affcb51a911,SmartHeuristic,25.15,0.0,False,3,True,Budget Exhausted,1479,0
50ffde64-6eda-ba8c-6789-e7d0a155eb2c,SmartHeuristic,494.37,0.0,False,3,True,Budget Exhausted,1479,0
1e494952-ac5d-4e57-63b6-64f40452f779,SmartHeuristic,59.57,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
d926fe41-b36d-0121-0ba6-fe0995ea6825,SmartHeuristic,260.51,0.0,False,3,True,Budget Exhausted,1479,0
80b9ec30-ed94-898b-5b92-3c67129538df,SmartHeuristic,403.18,0.0,False,3,True,Budget Exhausted,1479,0
12b99a50-8cb6-d1f0-a509-6396761579e7,SmartHeuristic,5.96,5.96,True,2,False,Recovered,738,0
a8cfe589-9dc8-9e1a-540e-7d01735d88f3,SmartHeuristic,15.21,15.21,True,1,False,Recovered,369,0
5c074653-d711-73e4-46d4-7d416fa5d3b0,SmartHeuristic,635.25,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
bbc99473-4363-589c-3249-5cff89e2df24,SmartHeuristic,795.95,795.95,True,1,False,Recovered,369,0
c4ea4ece-67b6-e467-9432-d79794f6c67a,SmartHeuristic,154.35,0.0,False,3,True,Budget Exhausted,1479,0
647ac591-5da6-4a3a-260c-cfb4c6735380,SmartHeuristic,145.2,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
af2537f5-9d31-762a-fb5a-bb36ce7968b7,SmartHeuristic,652.06,652.06,True,2,False,Recovered,738,0
0a58f43c-5bda-0655-f06d-ca247bc6e121,SmartHeuristic,55.16,55.16,True,3,True,Recovered,1108,0
8494205c-34ef-2552-ab28-6d090af57e60,SmartHeuristic,13.8,0.0,False,3,True,Budget Exhausted,1479,0
f7ebc69a-b428-0f0d-1a6c-f45952f6531f,SmartHeuristic,502.55,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
606cc2f5-2c81-6bf0-91f6-04068b5a8683,SmartHeuristic,62.54,62.54,True,2,False,Recovered,738,0
3ae0acdb-2a65-24af-709d-338b23936d45,SmartHeuristic,359.77,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
d123f7c1-b7a1-267e-9a1e-00365cbaa496,SmartHeuristic,298.97,298.97,True,1,False,Recovered,369,0
7aa1219a-7a93-98bb-acdb-d5f27b44acd0,SmartHeuristic,603.08,603.08,True,1,False,Recovered,369,0
3e612d66-05bf-0618-6930-b0c4d5576899,SmartHeuristic,137.94,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
ec257a75-421d-4dca-2a95-59080e503fd8,SmartHeuristic,654.34,0.0,False,3,True,Budget Exhausted,1479,0
67cbfc39-f54f-1b92-8442-906f2e16f0b6,SmartHeuristic,276.32,0.0,False,3,True,Budget Exhausted,1479,0
2aefcf3b-43b7-a0ef-82c4-1c54a8debd88,SmartHeuristic,64.38,64.38,True,1,False,Recovered,369,0
a8cdf44d-7b74-2440-17db-4c2f1e158e2f,SmartHeuristic,69.23,0.0,False,3,True,Budget Exhausted,1479,0
8a0ea57a-9a7d-509d-e6e8-790b215d3b1f,SmartHeuristic,680.12,0.0,False,3,True,Budget Exhausted,1479,0
412817eb-2246-29cd-6cec-df821903f9b3,SmartHeuristic,705.54,0.0,False,3,True,Budget Exhausted,1479,0
e8fb5a96-3b85-f6e1-c40f-54057a25ed81,SmartHeuristic,254.64,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
9929afeb-4884-2a14-1575-11addbeae9f8,SmartHeuristic,240.52,0.0,False,3,True,Budget Exhausted,1479,0
41ff81d1-689d-1205-8b31-f4d8e073c1d0,SmartHeuristic,892.59,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
8222cd7f-36e6-ba85-19ab-dc15296b67bf,SmartHeuristic,104.68,0.0,False,3,True,Budget Exhausted,1479,0
cd04c001-56a3-dccc-c93c-9cc6668b28da,SmartHeuristic,25.72,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
82b34384-9979-cf26-c8b1-90e1089a9f4f,SmartHeuristic,444.24,0.0,False,3,True,Budget Exhausted,1479,0
dcad8ec2-963a-4333-e582-95dc75f1c654,SmartHeuristic,73.5,73.5,True,2,False,Recovered,738,0
2ecaf629-44e2-2691-92de-d495e4f1e8e8,SmartHeuristic,21.99,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
ee25356a-aee0-1ec9-bf04-18a9f2765513,SmartHeuristic,309.62,0.0,False,3,True,Budget Exhausted,1479,0
